,Stock Code,Order ID,Category,Sub Category,City,Region,Sales,Discount,Profit,Day of week,IsWeekend,Weather,Unit Cost,Units Sold,Date,Week,Rolling_avg_4weeks,Product Code
2746,BEV-SOF,OD2498,Beverages,Soft Drinks,Vellore,East,1266,0.22,557.04,5,1,Rainy,40,31,2018-10-06,2018-10-07,237.0,39
2747,BEV-SOF,OD5589,Beverages,Soft Drinks,Tenkasi,West,799,0.15,287.64,5,1,Rainy,40,19,2018-10-06,2018-10-07,237.0,39
2748,BEV-SOF,OD42,Beverages,Soft Drinks,Salem,Central,1868,0.18,616.44,1,0,Cloudy,40,46,2018-10-09,2018-10-14,227.5,39
2749,BEV-SOF,OD4007,Beverages,Soft Drinks,Bodi,South,2475,0.14,198.0,1,0,Cold,40,61,2018-10-09,2018-10-14,227.5,39
2750,BEV-SOF,OD1474,Beverages,Soft Drinks,Kanyakumari,Central,1732,0.29,433.0,2,0,Cloudy,40,43,2018-10-10,2018-10-14,227.5,39
2751,BEV-SOF,OD9008,Beverages,Soft Drinks,Namakkal,South,1334,0.25,200.1,3,0,Cloudy,40,33,2018-10-11,2018-10-14,227.5,39
2752,BEV-SOF,OD6489,Beverages,Soft Drinks,Dindigul,West,787,0.19,165.27,3,0,Cloudy,40,19,2018-10-11,2018-10-14,227.5,39
2753,BEV-SOF,OD2991,Beverages,Soft Drinks,Krishnagiri,West,2481,0.28,372.15,4,0,Cloudy,40,62,2018-10-12,2018-10-14,227.5,39
2754,BEV-SOF,OD6806,Beverages,Soft Drinks,Perambalur,West,839,0.34,41.95,4,0,Cloudy,40,20,2018-10-12,2018-10-14,227.5,39
2755,BEV-SOF,OD2244,Beverages,Soft Drinks,Tenkasi,South,821,0.25,221.67,5,1,Cloudy,40,20,2018-10-13,2018-10-14,227.5,39
2756,BEV-SOF,OD8255,Beverages,Soft Drinks,Krishnagiri,South,1721,0.32,206.52,1,0,Rainy,40,43,2018-10-16,2018-10-21,239.75,39
2757,BEV-SOF,OD397,Beverages,Soft Drinks,Karur,East,1626,0.23,195.12,2,0,Rainy,40,40,2018-10-17,2018-10-21,239.75,39
2758,BEV-SOF,OD1510,Beverages,Soft Drinks,Coimbatore,Central,2314,0.14,439.66,4,0,Rainy,40,57,2018-10-19,2018-10-21,239.75,39
2759,BEV-SOF,OD1515,Beverages,Soft Drinks,Trichy,Central,1220,0.31,317.2,4,0,Rainy,40,30,2018-10-19,2018-10-21,239.75,39
2760,BEV-SOF,OD9484,Beverages,Soft Drinks,Trichy,South,1916,0.26,536.48,4,0,Rainy,40,47,2018-10-19,2018-10-21,239.75,39
2761,BEV-SOF,OD6782,Beverages,Soft Drinks,Dharmapuri,West,2331,0.19,932.4,5,1,Pleasant,40,58,2018-10-20,2018-10-21,239.75,39
2762,BEV-SOF,OD9462,Beverages,Soft Drinks,Viluppuram,South,745,0.35,208.6,6,1,Cloudy,40,18,2018-10-21,2018-10-21,239.75,39
2763,BEV-SOF,OD8747,Beverages,Soft Drinks,Theni,East,2081,0.1,166.48,0,0,Cloudy,40,52,2018-10-22,2018-10-28,208.0,39
2764,BEV-SOF,OD1738,Beverages,Soft Drinks,Pudukottai,South,685,0.19,68.5,4,0,Cloudy,40,17,2018-10-26,2018-10-28,208.0,39
2765,BEV-SOF,OD5005,Beverages,Soft Drinks,Karur,Central,2235,0.1,894.0,6,1,Cloudy,40,55,2018-10-28,2018-10-28,208.0,39
2766,BEV-SOF,OD8776,Beverages,Soft Drinks,Perambalur,South,2197,0.19,329.55,1,0,Cloudy,40,54,2018-10-30,2018-11-04,206.5,39
2767,BEV-SOF,OD3212,Beverages,Soft Drinks,Theni,Central,2073,0.17,663.36,5,1,Rainy,40,51,2018-11-03,2018-11-04,206.5,40
2768,BEV-SOF,OD7885,Beverages,Soft Drinks,Nagercoil,Central,1278,0.17,460.08,3,0,Rainy,40,31,2018-11-08,2018-11-11,163.5,40
2769,BEV-SOF,OD553,Beverages,Soft Drinks,Tirunelveli,South,2336,0.34,607.36,4,0,Rainy,40,58,2018-11-09,2018-11-11,163.5,40
2770,BEV-SOF,OD1098,Beverages,Soft Drinks,Perambalur,South,1757,0.32,597.38,6,1,Cloudy,40,43,2018-11-11,2018-11-11,163.5,40
2771,BEV-SOF,OD3300,Beverages,Soft Drinks,Chennai,Central,825,0.11,66.0,2,0,Cloudy,40,20,2018-11-14,2018-11-18,130.0,40
2772,BEV-SOF,OD3843,Beverages,Soft Drinks,Trichy,East,551,0.14,82.65,2,0,Cloudy,40,13,2018-11-14,2018-11-18,130.0,40
2773,BEV-SOF,OD8216,Beverages,Soft Drinks,Chennai,East,1277,0.14,204.32,4,0,Cloudy,40,31,2018-11-16,2018-11-18,130.0,40
2774,BEV-SOF,OD1596,Beverages,Soft Drinks,Cumbum,East,2024,0.3,809.6,5,1,Pleasant,40,50,2018-11-17,2018-11-18,130.0,40
2775,BEV-SOF,OD7873,Beverages,Soft Drinks,Kanyakumari,West,623,0.31,112.14,5,1,Cloudy,40,15,2018-11-17,2018-11-18,130.0,40
2776,BEV-SOF,OD1462,Beverages,Soft Drinks,Chennai,Central,1220,0.32,353.8,6,1,Cloudy,40,30,2018-11-18,2018-11-18,130.0,40
2777,BEV-SOF,OD1802,Beverages,Soft Drinks,Chennai,West,1364,0.35,409.2,0,0,Cloudy,40,34,2018-11-19,2018-11-25,200.75,40
2778,BEV-SOF,OD2076,Beverages,Soft Drinks,Trichy,Central,2183,0.19,480.26,0,0,Rainy,40,54,2018-11-19,2018-11-25,200.75,40
2779,BEV-SOF,OD5652,Beverages,Soft Drinks,Ooty,Central,1786,0.18,303.62,0,0,Cloudy,40,44,2018-11-19,2018-11-25,200.75,40
2780,BEV-SOF,OD7257,Beverages,Soft Drinks,Dharmapuri,East,506,0.1,131.56,0,0,Pleasant,40,12,2018-11-19,2018-11-25,200.75,40
2781,BEV-SOF,OD1976,Beverages,Soft Drinks,Ooty,West,722,0.15,267.14,1,0,Cloudy,40,18,2018-11-20,2018-11-25,200.75,40
2782,BEV-SOF,OD4944,Beverages,Soft Drinks,Ramanadhapuram,Central,2434,0.29,1095.3,2,0,Rainy,40,60,2018-11-21,2018-11-25,200.75,40
2783,BEV-SOF,OD426,Beverages,Soft Drinks,Viluppuram,Central,1256,0.21,113.04,4,0,Cloudy,40,31,2018-11-23,2018-11-25,200.75,40
2784,BEV-SOF,OD6755,Beverages,Soft Drinks,Perambalur,South,1457,0.33,291.4,5,1,Rainy,40,36,2018-11-24,2018-11-25,200.75,40
2785,BEV-SOF,OD8068,Beverages,Soft Drinks,Theni,West,2269,0.12,726.08,6,1,Pleasant,40,56,2018-11-25,2018-11-25,200.75,40
2786,BEV-SOF,OD3532,Beverages,Soft Drinks,Tirunelveli,Central,2483,0.28,918.71,6,1,Cloudy,40,62,2018-11-25,2018-11-25,200.75,40
2787,BEV-SOF,OD8525,Beverages,Soft Drinks,Nagercoil,Central,2126,0.32,595.28,0,0,Cloudy,40,53,2018-11-26,2018-12-02,210.0,40
2788,BEV-SOF,OD7728,Beverages,Soft Drinks,Karur,West,1173,0.18,316.71,1,0,Pleasant,40,29,2018-11-27,2018-12-02,210.0,40
2789,BEV-SOF,OD949,Beverages,Soft Drinks,Trichy,East,2439,0.26,195.12,2,0,Pleasant,40,60,2018-11-28,2018-12-02,210.0,40
2790,BEV-SOF,OD2300,Beverages,Soft Drinks,Theni,West,1976,0.33,276.64,5,1,Pleasant,40,49,2018-12-08,2018-12-09,189.25,40
2791,BEV-SOF,OD2808,Beverages,Soft Drinks,Namakkal,East,1443,0.28,490.62,1,0,Cloudy,40,36,2018-12-11,2018-12-16,219.75,40
2792,BEV-SOF,OD2988,Beverages,Soft Drinks,Tenkasi,West,2351,0.32,399.67,1,0,Pleasant,40,58,2018-12-11,2018-12-16,219.75,40
2793,BEV-SOF,OD3451,Beverages,Soft Drinks,Bodi,Central,1185,0.21,414.75,1,0,Cold,40,29,2018-12-11,2018-12-16,219.75,40
2794,BEV-SOF,OD1164,Beverages,Soft Drinks,Coimbatore,Central,940,0.24,347.8,4,0,Cloudy,40,23,2018-12-14,2018-12-16,219.75,40
2795,BEV-SOF,OD4420,Beverages,Soft Drinks,Dindigul,West,2265,0.12,453.0,5,1,Pleasant,40,56,2018-12-15,2018-12-16,219.75,40
2796,BEV-SOF,OD4464,Beverages,Soft Drinks,Tenkasi,West,1806,0.18,144.48,5,1,Pleasant,40,45,2018-12-15,2018-12-16,219.75,40
2797,BEV-SOF,OD5858,Beverages,Soft Drinks,Tirunelveli,West,1397,0.13,363.22,6,1,Cloudy,40,34,2018-12-16,2018-12-16,219.75,40
2798,BEV-SOF,OD630,Beverages,Soft Drinks,Dharmapuri,West,1551,0.27,155.1,0,0,Cloudy,40,38,2018-12-17,2018-12-23,176.5,40
2799,BEV-SOF,OD629,Beverages,Soft Drinks,Coimbatore,West,566,0.2,215.08,0,0,Cloudy,40,14,2018-12-17,2018-12-23,176.5,40
2800,BEV-SOF,OD7375,Beverages,Soft Drinks,Kanyakumari,East,1529,0.21,137.61,1,0,Cloudy,40,38,2018-12-18,2018-12-23,176.5,41
2801,BEV-SOF,OD7287,Beverages,Soft Drinks,Viluppuram,East,1391,0.19,69.55,3,0,Cloudy,40,34,2018-12-20,2018-12-23,176.5,41
2802,BEV-SOF,OD8361,Beverages,Soft Drinks,Nagercoil,West,1915,0.32,134.05,5,1,Cloudy,40,47,2018-12-22,2018-12-23,176.5,41
2803,BEV-SOF,OD3174,Beverages,Soft Drinks,Namakkal,Central,1481,0.11,207.34,5,1,Rainy,40,37,2018-12-22,2018-12-23,176.5,41
2804,BEV-SOF,OD3542,Beverages,Soft Drinks,Trichy,Central,1054,0.18,463.76,5,1,Rainy,40,26,2018-12-22,2018-12-23,176.5,41
2805,BEV-SOF,OD2032,Beverages,Soft Drinks,Krishnagiri,Central,2096,0.35,670.72,0,0,Pleasant,40,52,2018-12-24,2018-12-30,206.75,41
2806,BEV-SOF,OD3439,Beverages,Soft Drinks,Tirunelveli,Central,548,0.3,65.76,1,0,Pleasant,40,13,2018-12-25,2018-12-30,206.75,41
2807,BEV-SOF,OD2888,Beverages,Soft Drinks,Ooty,South,1536,0.2,291.84,1,0,Cold,40,38,2018-12-25,2018-12-30,206.75,41
2808,BEV-SOF,OD8996,Beverages,Soft Drinks,Tirunelveli,South,894,0.15,107.28,1,0,Pleasant,40,22,2018-12-25,2018-12-30,206.75,41
2809,BEV-SOF,OD7768,Beverages,Soft Drinks,Ramanadhapuram,West,702,0.3,49.14,1,0,Pleasant,40,17,2018-12-25,2018-12-30,206.75,41
2810,BEV-SOF,OD7964,Beverages,Soft Drinks,Namakkal,East,2233,0.19,870.87,3,0,Cloudy,40,55,2018-12-27,2018-12-30,206.75,41
2811,BEV-SOF,OD2860,Beverages,Soft Drinks,Chennai,South,988,0.32,355.68,5,1,Pleasant,40,24,2018-12-29,2018-12-30,206.75,41
2812,BEV-SOF,OD4697,Beverages,Soft Drinks,Ramanadhapuram,West,1690,0.19,135.2,6,1,Rainy,40,42,2018-12-30,2018-12-30,206.75,41
2813,EGG-CHI,OD1557,"Eggs, Meat & Fish",Chicken,Dindigul,Central,527,0.23,237.15,5,1,Pleasant,240,2,2015-01-03,2015-01-04,5.0,1
2814,EGG-CHI,OD2984,"Eggs, Meat & Fish",Chicken,Karur,West,827,0.15,49.62,6,1,Pleasant,240,3,2015-01-04,2015-01-04,5.0,1
2815,EGG-CHI,OD2381,"Eggs, Meat & Fish",Chicken,Dindigul,West,772,0.27,54.04,3,0,Pleasant,240,3,2015-01-08,2015-01-11,3.0,1
2816,EGG-CHI,OD5778,"Eggs, Meat & Fish",Chicken,Theni,Central,814,0.18,350.02,0,0,Pleasant,240,3,2015-01-12,2015-01-18,11.0,1
2817,EGG-CHI,OD765,"Eggs, Meat & Fish",Chicken,Viluppuram,South,1949,0.18,760.11,1,0,Cloudy,240,8,2015-01-13,2015-01-18,11.0,1
2818,EGG-CHI,OD2110,"Eggs, Meat & Fish",Chicken,Coimbatore,East,1612,0.16,225.68,0,0,Cloudy,240,6,2015-02-09,2015-02-15,1.5,1
2819,EGG-CHI,OD2314,"Eggs, Meat & Fish",Chicken,Perambalur,West,1618,0.16,258.88,6,1,Cloudy,240,6,2015-02-22,2015-02-22,3.0,1
2820,EGG-CHI,OD7339,"Eggs, Meat & Fish",Chicken,Kanyakumari,East,1570,0.21,518.1,1,0,Cloudy,240,6,2015-03-03,2015-03-08,6.75,1
2821,EGG-CHI,OD2042,"Eggs, Meat & Fish",Chicken,Madurai,Central,2368,0.2,663.04,4,0,Cloudy,240,9,2015-03-06,2015-03-08,6.75,1
2822,EGG-CHI,OD3504,"Eggs, Meat & Fish",Chicken,Vellore,Central,1975,0.3,651.75,1,0,Cloudy,240,8,2015-03-10,2015-03-15,13.0,1
2823,EGG-CHI,OD9450,"Eggs, Meat & Fish",Chicken,Namakkal,South,889,0.14,364.49,1,0,Cloudy,240,3,2015-03-10,2015-03-15,13.0,1
2824,EGG-CHI,OD9456,"Eggs, Meat & Fish",Chicken,Tenkasi,South,1378,0.3,275.6,1,0,Sunny,240,5,2015-03-10,2015-03-15,13.0,1
2825,EGG-CHI,OD4960,"Eggs, Meat & Fish",Chicken,Perambalur,East,2042,0.18,408.4,1,0,Cloudy,240,8,2015-03-10,2015-03-15,13.0,1
2826,EGG-CHI,OD4367,"Eggs, Meat & Fish",Chicken,Kanyakumari,West,1882,0.32,319.94,5,1,Cloudy,240,7,2015-03-14,2015-03-15,13.0,1
2827,EGG-CHI,OD7427,"Eggs, Meat & Fish",Chicken,Krishnagiri,South,697,0.25,111.52,1,0,Sunny,240,2,2015-03-17,2015-03-22,12.0,1
2828,EGG-CHI,OD3189,"Eggs, Meat & Fish",Chicken,Salem,Central,1067,0.3,384.12,5,1,Sunny,240,4,2015-03-28,2015-03-29,13.0,1
2829,EGG-CHI,OD7279,"Eggs, Meat & Fish",Chicken,Karur,East,1126,0.24,326.54,2,0,Sunny,240,4,2015-04-08,2015-04-12,2.5,1
2830,EGG-CHI,OD343,"Eggs, Meat & Fish",Chicken,Salem,East,1132,0.24,215.08,0,0,Rainy,240,4,2015-04-13,2015-04-19,3.0,1
2831,EGG-CHI,OD9157,"Eggs, Meat & Fish",Chicken,Dindigul,Central,2145,0.35,514.8,5,1,Rainy,240,8,2015-04-25,2015-04-26,5.0,1
2832,EGG-CHI,OD8666,"Eggs, Meat & Fish",Chicken,Madurai,West,1108,0.26,365.64,5,1,Rainy,240,4,2015-04-25,2015-04-26,5.0,1
2833,EGG-CHI,OD2883,"Eggs, Meat & Fish",Chicken,Nagercoil,South,1243,0.28,198.88,2,0,Cloudy,240,5,2015-04-29,2015-05-03,6.25,1
2834,EGG-CHI,OD9295,"Eggs, Meat & Fish",Chicken,Dharmapuri,East,1220,0.18,146.4,3,0,Cloudy,240,5,2015-05-21,2015-05-24,2.5,1
2835,EGG-CHI,OD6376,"Eggs, Meat & Fish",Chicken,Vellore,South,2477,0.34,123.85,1,0,Rainy,240,10,2015-06-02,2015-06-07,3.75,1
2836,EGG-CHI,OD5080,"Eggs, Meat & Fish",Chicken,Vellore,South,2426,0.22,970.4,0,0,Cloudy,240,10,2015-06-08,2015-06-14,6.25,1
2837,EGG-CHI,OD692,"Eggs, Meat & Fish",Chicken,Perambalur,South,1163,0.25,314.01,6,1,Windy,240,4,2015-06-21,2015-06-21,6.0,1
2838,EGG-CHI,OD1689,"Eggs, Meat & Fish",Chicken,Nagercoil,East,750,0.26,75.0,0,0,Windy,240,3,2015-06-22,2015-06-28,6.75,1
2839,EGG-CHI,OD3555,"Eggs, Meat & Fish",Chicken,Theni,Central,1936,0.1,96.8,2,0,Cloudy,240,8,2015-07-01,2015-07-05,8.25,2
2840,EGG-CHI,OD7732,"Eggs, Meat & Fish",Chicken,Virudhunagar,West,997,0.21,179.46,4,0,Cloudy,240,4,2015-07-03,2015-07-05,8.25,2
2841,EGG-CHI,OD1679,"Eggs, Meat & Fish",Chicken,Vellore,East,989,0.22,197.8,6,1,Sunny,240,4,2015-07-05,2015-07-05,8.25,2
2842,EGG-CHI,OD6821,"Eggs, Meat & Fish",Chicken,Madurai,West,2316,0.19,1019.04,3,0,Sunny,240,9,2015-07-09,2015-07-12,10.25,2
2843,EGG-CHI,OD6313,"Eggs, Meat & Fish",Chicken,Ooty,East,2179,0.3,501.17,5,1,Pleasant,240,9,2015-07-11,2015-07-12,10.25,2
2844,EGG-CHI,OD6201,"Eggs, Meat & Fish",Chicken,Virudhunagar,West,504,0.18,171.36,4,0,Cloudy,240,2,2015-08-07,2015-08-09,1.75,2
2845,EGG-CHI,OD170,"Eggs, Meat & Fish",Chicken,Trichy,Central,1215,0.2,60.75,6,1,Sunny,240,5,2015-08-09,2015-08-09,1.75,2
2846,EGG-CHI,OD2764,"Eggs, Meat & Fish",Chicken,Pudukottai,East,2074,0.27,477.02,0,0,Cloudy,240,8,2015-08-10,2015-08-16,5.25,2
2847,EGG-CHI,OD4707,"Eggs, Meat & Fish",Chicken,Karur,West,1568,0.33,360.64,2,0,Cloudy,240,6,2015-08-12,2015-08-16,5.25,2
2848,EGG-CHI,OD6644,"Eggs, Meat & Fish",Chicken,Tenkasi,East,1572,0.24,172.92,2,0,Cloudy,240,6,2015-09-09,2015-09-13,4.75,2
2849,EGG-CHI,OD5486,"Eggs, Meat & Fish",Chicken,Madurai,South,1379,0.24,193.06,2,0,Cloudy,240,5,2015-09-09,2015-09-13,4.75,2
2850,EGG-CHI,OD473,"Eggs, Meat & Fish",Chicken,Chennai,West,1977,0.33,514.02,4,0,Cloudy,240,8,2015-09-11,2015-09-13,4.75,2
2851,EGG-CHI,OD6589,"Eggs, Meat & Fish",Chicken,Nagercoil,Central,1181,0.27,401.54,0,0,Cloudy,240,4,2015-09-14,2015-09-20,5.75,2
2852,EGG-CHI,OD1621,"Eggs, Meat & Fish",Chicken,Trichy,East,2232,0.29,870.48,1,0,Sunny,240,9,2015-09-22,2015-09-27,11.25,2
2853,EGG-CHI,OD3713,"Eggs, Meat & Fish",Chicken,Krishnagiri,East,1109,0.34,354.88,1,0,Cloudy,240,4,2015-09-22,2015-09-27,11.25,2
2854,EGG-CHI,OD7205,"Eggs, Meat & Fish",Chicken,Krishnagiri,East,2178,0.34,457.38,2,0,Cloudy,240,9,2015-09-23,2015-09-27,11.25,2
2855,EGG-CHI,OD4292,"Eggs, Meat & Fish",Chicken,Vellore,West,2499,0.24,324.87,1,0,Cloudy,240,10,2015-09-29,2015-10-04,17.0,2
2856,EGG-CHI,OD866,"Eggs, Meat & Fish",Chicken,Kanyakumari,South,1066,0.27,191.88,3,0,Cloudy,240,4,2015-10-01,2015-10-04,17.0,2
2857,EGG-CHI,OD3167,"Eggs, Meat & Fish",Chicken,Madurai,Central,2275,0.3,864.5,5,1,Cloudy,240,9,2015-10-03,2015-10-04,17.0,2
2858,EGG-CHI,OD5619,"Eggs, Meat & Fish",Chicken,Dindigul,West,2442,0.15,634.92,0,0,Rainy,240,10,2015-10-05,2015-10-11,16.0,2
2859,EGG-CHI,OD1042,"Eggs, Meat & Fish",Chicken,Namakkal,East,1414,0.12,622.16,4,0,Cloudy,240,5,2015-10-09,2015-10-11,16.0,2
2860,EGG-CHI,OD7702,"Eggs, Meat & Fish",Chicken,Virudhunagar,West,560,0.25,168.0,0,0,Cloudy,240,2,2015-10-12,2015-10-18,19.0,2
2861,EGG-CHI,OD7323,"Eggs, Meat & Fish",Chicken,Karur,East,1413,0.33,339.12,1,0,Cloudy,240,5,2015-10-13,2015-10-18,19.0,2
2862,EGG-CHI,OD2702,"Eggs, Meat & Fish",Chicken,Salem,Central,2243,0.27,1009.35,5,1,Cloudy,240,9,2015-10-17,2015-10-18,19.0,2
2863,EGG-CHI,OD4029,"Eggs, Meat & Fish",Chicken,Perambalur,South,1337,0.13,601.65,0,0,Rainy,240,5,2015-11-02,2015-11-08,10.5,2
2864,EGG-CHI,OD546,"Eggs, Meat & Fish",Chicken,Bodi,Central,2017,0.14,665.61,3,0,Cold,240,8,2015-11-05,2015-11-08,10.5,2
2865,EGG-CHI,OD7232,"Eggs, Meat & Fish",Chicken,Tenkasi,East,1329,0.15,544.89,5,1,Rainy,240,5,2015-11-07,2015-11-08,10.5,2
2866,EGG-CHI,OD7236,"Eggs, Meat & Fish",Chicken,Krishnagiri,East,2153,0.25,279.89,5,1,Pleasant,240,8,2015-11-07,2015-11-08,10.5,2
2867,EGG-CHI,OD9130,"Eggs, Meat & Fish",Chicken,Bodi,Central,1497,0.31,464.07,0,0,Cold,240,6,2015-11-16,2015-11-22,13.5,2
2868,EGG-CHI,OD3967,"Eggs, Meat & Fish",Chicken,Ramanadhapuram,East,1849,0.16,517.72,2,0,Rainy,240,7,2015-11-18,2015-11-22,13.5,2
2869,EGG-CHI,OD5392,"Eggs, Meat & Fish",Chicken,Chennai,East,1188,0.35,95.04,2,0,Rainy,240,4,2015-11-18,2015-11-22,13.5,2
2870,EGG-CHI,OD2047,"Eggs, Meat & Fish",Chicken,Trichy,Central,1094,0.28,229.74,2,0,Cloudy,240,4,2015-11-18,2015-11-22,13.5,2
2871,EGG-CHI,OD8234,"Eggs, Meat & Fish",Chicken,Bodi,South,1836,0.29,201.96,5,1,Cold,240,7,2015-11-21,2015-11-22,13.5,2
2872,EGG-CHI,OD7966,"Eggs, Meat & Fish",Chicken,Vellore,East,1616,0.15,614.08,1,0,Cloudy,240,6,2015-11-24,2015-11-29,20.0,2
2873,EGG-CHI,OD7645,"Eggs, Meat & Fish",Chicken,Tenkasi,West,2399,0.23,839.65,1,0,Pleasant,240,9,2015-11-24,2015-11-29,20.0,2
2874,EGG-CHI,OD5263,"Eggs, Meat & Fish",Chicken,Vellore,Central,925,0.28,64.75,5,1,Pleasant,240,3,2015-11-28,2015-11-29,20.0,3
2875,EGG-CHI,OD6734,"Eggs, Meat & Fish",Chicken,Madurai,South,2099,0.16,923.56,5,1,Pleasant,240,8,2015-11-28,2015-11-29,20.0,3
2876,EGG-CHI,OD9150,"Eggs, Meat & Fish",Chicken,Viluppuram,Central,2244,0.15,852.72,0,0,Cloudy,240,9,2015-12-07,2015-12-13,19.25,3
2877,EGG-CHI,OD706,"Eggs, Meat & Fish",Chicken,Chennai,South,1354,0.35,500.98,2,0,Rainy,240,5,2015-12-09,2015-12-13,19.25,3
2878,EGG-CHI,OD1356,"Eggs, Meat & Fish",Chicken,Krishnagiri,West,2230,0.29,802.8,5,1,Pleasant,240,9,2015-12-12,2015-12-13,19.25,3
2879,EGG-CHI,OD1332,"Eggs, Meat & Fish",Chicken,Namakkal,South,1655,0.35,513.05,2,0,Pleasant,240,6,2015-12-16,2015-12-20,17.0,3
2880,EGG-CHI,OD2903,"Eggs, Meat & Fish",Chicken,Dharmapuri,South,785,0.23,337.55,5,1,Pleasant,240,3,2015-12-19,2015-12-20,17.0,3
2881,EGG-CHI,OD2373,"Eggs, Meat & Fish",Chicken,Bodi,West,2466,0.24,295.92,6,1,Cold,240,10,2015-12-20,2015-12-20,17.0,4
2882,EGG-CHI,OD2926,"Eggs, Meat & Fish",Chicken,Tirunelveli,South,1297,0.23,570.68,2,0,Pleasant,240,5,2015-12-23,2015-12-27,16.0,4
2883,EGG-CHI,OD9547,"Eggs, Meat & Fish",Chicken,Dharmapuri,West,772,0.29,347.4,6,1,Pleasant,240,3,2015-12-27,2015-12-27,16.0,4
2884,EGG-CHI,OD8246,"Eggs, Meat & Fish",Chicken,Virudhunagar,South,1520,0.33,684.0,6,1,Cloudy,240,6,2015-12-27,2015-12-27,16.0,4
2885,EGG-CHI,OD1292,"Eggs, Meat & Fish",Chicken,Kanyakumari,East,2097,0.24,880.74,6,1,Cloudy,240,8,2015-12-27,2015-12-27,16.0,4
2886,EGG-CHI,OD2830,"Eggs, Meat & Fish",Chicken,Ramanadhapuram,East,896,0.33,340.48,1,0,Pleasant,240,3,2015-12-29,2016-01-03,21.75,4
2887,EGG-CHI,OD1534,"Eggs, Meat & Fish",Chicken,Viluppuram,Central,1822,0.22,637.7,1,0,Cloudy,240,7,2015-12-29,2016-01-03,21.75,4
2888,EGG-CHI,OD7871,"Eggs, Meat & Fish",Chicken,Namakkal,West,1601,0.27,480.3,2,0,Pleasant,240,6,2015-12-30,2016-01-03,21.75,4
2889,EGG-CHI,OD2892,"Eggs, Meat & Fish",Chicken,Perambalur,South,1784,0.26,499.52,6,1,Pleasant,240,7,2016-01-03,2016-01-03,21.75,4
2890,EGG-CHI,OD4614,"Eggs, Meat & Fish",Chicken,Karur,West,676,0.26,223.08,1,0,Pleasant,240,2,2016-01-05,2016-01-10,16.5,4
2891,EGG-CHI,OD9579,"Eggs, Meat & Fish",Chicken,Coimbatore,West,1492,0.23,552.04,1,0,Pleasant,240,6,2016-01-12,2016-01-17,13.25,4
2892,EGG-CHI,OD5703,"Eggs, Meat & Fish",Chicken,Chennai,South,2465,0.13,690.2,6,1,Cloudy,240,10,2016-02-07,2016-02-07,4.0,4
2893,EGG-CHI,OD4919,"Eggs, Meat & Fish",Chicken,Cumbum,West,1408,0.18,126.72,2,0,Cloudy,240,5,2016-02-10,2016-02-14,5.25,4
2894,EGG-CHI,OD2385,"Eggs, Meat & Fish",Chicken,Trichy,West,1450,0.18,72.5,2,0,Cloudy,240,6,2016-02-10,2016-02-14,5.25,4
2895,EGG-CHI,OD4329,"Eggs, Meat & Fish",Chicken,Dharmapuri,West,1044,0.2,281.88,3,0,Cloudy,240,4,2016-02-18,2016-02-21,6.25,5
2896,EGG-CHI,OD8684,"Eggs, Meat & Fish",Chicken,Bodi,West,1244,0.23,87.08,2,0,Cold,240,5,2016-03-09,2016-03-13,2.25,5
2897,EGG-CHI,OD522,"Eggs, Meat & Fish",Chicken,Karur,Central,2088,0.33,689.04,1,0,Sunny,240,8,2016-03-22,2016-03-27,3.25,5
2898,EGG-CHI,OD8599,"Eggs, Meat & Fish",Chicken,Ramanadhapuram,East,1483,0.23,237.28,6,1,Cloudy,240,6,2016-04-10,2016-04-10,3.5,5
2899,EGG-CHI,OD1471,"Eggs, Meat & Fish",Chicken,Kanyakumari,Central,1977,0.25,474.48,2,0,Cloudy,240,8,2016-04-13,2016-04-17,7.5,5
2900,EGG-CHI,OD5511,"Eggs, Meat & Fish",Chicken,Kanyakumari,West,2078,0.32,706.52,2,0,Cloudy,240,8,2016-04-13,2016-04-17,7.5,5
2901,EGG-CHI,OD7658,"Eggs, Meat & Fish",Chicken,Trichy,West,1277,0.18,421.41,1,0,Sunny,240,5,2016-04-26,2016-05-01,9.75,5
2902,EGG-CHI,OD8719,"Eggs, Meat & Fish",Chicken,Bodi,Central,2454,0.2,490.8,3,0,Windy,240,10,2016-04-28,2016-05-01,9.75,5
2903,EGG-CHI,OD5957,"Eggs, Meat & Fish",Chicken,Cumbum,East,604,0.29,181.2,5,1,Sunny,240,2,2016-04-30,2016-05-01,9.75,5
2904,EGG-CHI,OD2659,"Eggs, Meat & Fish",Chicken,Bodi,Central,1381,0.33,524.78,1,0,Windy,240,5,2016-05-03,2016-05-08,12.25,6
2905,EGG-CHI,OD6020,"Eggs, Meat & Fish",Chicken,Bodi,East,1416,0.19,84.96,4,0,Windy,240,5,2016-05-06,2016-05-08,12.25,6
2906,EGG-CHI,OD7075,"Eggs, Meat & Fish",Chicken,Chennai,Central,1456,0.31,436.8,6,1,Sunny,240,6,2016-05-08,2016-05-08,12.25,6
2907,EGG-CHI,OD8632,"Eggs, Meat & Fish",Chicken,Ooty,South,1329,0.27,345.54,0,0,Cloudy,240,5,2016-05-09,2016-05-15,13.5,6
2908,EGG-CHI,OD3428,"Eggs, Meat & Fish",Chicken,Cumbum,Central,1829,0.13,292.64,2,0,Cloudy,240,7,2016-05-11,2016-05-15,13.5,6
