,Date,Stock Code,Lost_Qty,Lost_Profit
516,2016-04-10,EGG-EGG,29,533.7666726025352
517,2016-04-12,BAK-CAK,6,507.2800102718078
518,2016-04-12,EGG-EGG,21,386.52069395356
519,2016-04-12,EGG-MUT,1,210.72105752961082
520,2016-04-13,EGG-CHI,16,1023.3851131180442
521,2016-04-16,BEV-SOF,19,193.3338928005536
522,2016-04-16,FRU-FRE,48,802.7071429339518
523,2016-04-16,BAK-CAK,3,253.6400051359039
524,2016-04-16,BAK-BRE,33,388.32357383488835
525,2016-04-16,EGG-FIS,7,674.9629968383017
526,2016-04-16,BAK-BIS,41,309.85208629553495
527,2016-04-16,EGG-MUT,1,210.72105752961082
528,2016-04-17,FRU-ORG,4,119.14243674611444
529,2016-04-18,BEV-SOF,153,1556.846610446563
530,2016-04-18,BAK-CAK,8,676.3733470290771
531,2016-04-18,EGG-FIS,4,385.6931410504581
532,2016-04-20,FRU-ORG,5,148.92804593264304
533,2016-04-20,EGG-FIS,5,482.1164263130726
534,2016-04-20,EGG-MUT,3,632.1631725888325
535,2016-04-25,BAK-CAK,13,1099.1066889222502
536,2016-04-26,EGG-CHI,5,319.8078478493888
537,2016-04-26,FRU-ORG,33,982.9251031554442
538,2016-04-26,EGG-FIS,5,482.1164263130726
539,2016-04-26,EGG-MUT,3,632.1631725888325
540,2016-04-27,FRU-FRE,25,418.07663694476656
541,2016-04-28,EGG-CHI,10,639.6156956987776
542,2016-04-28,FRU-ORG,26,774.4258388497439
543,2016-04-30,BAK-BRE,32,376.5561928095887
544,2016-05-01,BAK-BRE,19,223.5802394806933
545,2016-05-03,BEV-HEA,1,140.25424942049142
546,2016-05-03,EGG-CHI,5,319.8078478493888
547,2016-05-03,FRU-ORG,25,744.6402296632152
548,2016-05-03,EGG-EGG,5,92.02873665560952
549,2016-05-03,EGG-MUT,1,210.72105752961082
550,2016-05-04,BEV-HEA,1,140.25424942049142
551,2016-05-04,BAK-CAK,7,591.8266786504424
552,2016-05-04,FRU-ORG,26,774.4258388497439
553,2016-05-04,EGG-EGG,31,570.578167264779
554,2016-05-07,BAK-CAK,7,591.8266786504424
555,2016-05-07,BAK-BRE,39,458.92785998668626
556,2016-05-08,EGG-CHI,6,383.7694174192666
557,2016-05-09,BAK-CAK,1,84.54666837863464
558,2016-05-09,EGG-CHI,5,319.8078478493888
559,2016-05-09,FRU-ORG,33,982.9251031554442
560,2016-05-09,EGG-MUT,3,632.1631725888325
561,2016-05-10,BAK-BRE,29,341.2540497336898
562,2016-05-11,EGG-CHI,4,255.84627827951104
563,2016-05-11,FRU-ORG,25,744.6402296632152
564,2016-05-11,EGG-FIS,3,289.2698557878436
565,2016-05-11,EGG-MUT,1,210.72105752961082
566,2016-05-12,FRU-ORG,5,148.92804593264304
567,2016-05-12,EGG-FIS,1,96.42328526261453
568,2016-05-14,EGG-CHI,9,575.6541261288999
569,2016-05-14,BAK-BIS,16,120.91788733484292
570,2016-05-17,BEV-SOF,9,91.5792123792096
571,2016-05-17,BAK-CAK,1,84.54666837863464
572,2016-05-20,FRU-ORG,6,178.71365511917168
573,2016-05-21,BAK-CAK,7,591.8266786504424
574,2016-05-22,EGG-MUT,2,421.44211505922163
575,2016-05-23,BAK-BRE,13,152.9759533288954
576,2016-05-25,FRU-FRE,24,401.3535714669759
577,2016-05-25,BAK-CAK,1,84.54666837863464
578,2016-05-25,EGG-FIS,3,289.2698557878436
579,2016-05-26,BAK-BRE,53,623.6711943408812
580,2016-05-26,EGG-FIS,1,96.42328526261453
581,2016-05-28,FRU-ORG,39,1161.6387582746158
582,2016-05-29,BAK-BRE,13,152.9759533288954
583,2016-05-29,FRU-ORG,8,238.28487349222888
584,2016-05-29,EGG-EGG,23,423.33218861580383
585,2016-05-30,FRU-ORG,6,178.71365511917168
586,2016-05-31,BEV-SOF,68,691.9318268651392
587,2016-05-31,FRU-FRE,32,535.1380952893012
588,2016-05-31,BAK-BRE,21,247.1150015312926
589,2016-06-01,BAK-CAK,6,507.2800102718078
590,2016-06-02,FRU-FRE,92,1538.522023956741
591,2016-06-02,BAK-CAK,7,591.8266786504424
592,2016-06-02,EGG-CHI,8,511.6925565590221
593,2016-06-03,OIL-SPI,1,117.36522930648769
594,2016-06-04,EGG-CHI,9,575.6541261288999
595,2016-06-08,BAK-CAK,4,338.18667351453854
596,2016-06-08,EGG-CHI,2,127.92313913975552
597,2016-06-09,FRU-FRE,31,518.4150298115105
598,2016-06-09,BAK-CAK,3,253.6400051359039
599,2016-06-09,FRU-ORG,20,595.7121837305722
600,2016-06-09,EGG-FIS,5,482.1164263130726
601,2016-06-12,EGG-CHI,5,319.8078478493888
602,2016-06-12,EGG-MUT,2,421.44211505922163
603,2016-06-13,FRU-FRE,96,1605.4142858679036
604,2016-06-13,EGG-MUT,3,632.1631725888325
605,2016-06-14,SNA-COO,13,407.0158391161642
606,2016-06-18,BAK-CAK,9,760.9200154077117
607,2016-06-18,BAK-BRE,29,341.2540497336898
608,2016-06-18,FRU-ORG,2,59.57121837305722
609,2016-06-19,BAK-CAK,6,507.2800102718078
610,2016-06-19,FRU-ORG,18,536.140965357515
611,2016-06-19,EGG-MUT,3,632.1631725888325
612,2016-06-20,FRU-FRE,17,284.29211312244126
613,2016-06-20,EGG-FIS,8,771.3862821009162
614,2016-06-22,EGG-EGG,28,515.3609252714133
615,2016-06-23,EGG-CHI,8,511.6925565590221
616,2016-06-23,EGG-MUT,2,421.44211505922163
617,2016-06-25,EGG-MUT,1,210.72105752961082
618,2016-06-26,BAK-BRE,34,400.090954860188
619,2016-06-29,BAK-CAK,2,169.09333675726927
620,2016-06-29,EGG-FIS,3,289.2698557878436
621,2016-07-02,BAK-CAK,4,338.18667351453854
622,2016-07-02,EGG-MUT,2,421.44211505922163
623,2016-07-03,EGG-FIS,6,578.5397115756872
624,2016-07-04,BEV-HEA,3,420.76274826147426
625,2016-07-08,BAK-CAK,2,169.09333675726927
626,2016-07-08,BAK-BRE,51,600.136432290282
627,2016-07-09,FRU-FRE,44,735.8148810227891
628,2016-07-09,BAK-CAK,4,338.18667351453854
629,2016-07-09,EGG-FIS,4,385.6931410504581
630,2016-07-09,FOO-ATT,29,315.3646046935906
631,2016-07-11,FRU-FRE,13,217.39985121127862
632,2016-07-11,FRU-ORG,45,1340.3524133937874
633,2016-07-11,EGG-FIS,4,385.6931410504581
634,2016-07-11,FOO-ATT,15,163.11962311737443
635,2016-07-12,BAK-BRE,18,211.81285845539364
636,2016-07-12,FRU-ORG,5,148.92804593264304
637,2016-07-12,EGG-FIS,7,674.9629968383017
638,2016-07-13,EGG-CHI,7,447.7309869891443
639,2016-07-16,EGG-EGG,17,312.8977046290724
640,2016-07-17,FRU-FRE,16,267.5690476446506
641,2016-07-18,BAK-CAK,2,169.09333675726927
642,2016-07-19,BAK-CAK,5,422.7333418931732
643,2016-07-20,BAK-BRE,50,588.3690512649823
644,2016-07-20,FRU-ORG,30,893.5682755958583
645,2016-07-20,EGG-MUT,2,421.44211505922163
646,2016-07-23,EGG-FIS,1,96.42328526261453
647,2016-07-24,EGG-MUT,3,632.1631725888325
648,2016-07-25,FRU-FRE,67,1120.4453870119744
649,2016-07-26,BEV-SOF,4,40.7018721685376
650,2016-07-26,FRU-FRE,28,468.2458333781385
651,2016-07-26,BAK-CAK,1,84.54666837863464
652,2016-07-30,FRU-ORG,16,476.56974698445777
653,2016-07-31,BAK-CAK,2,169.09333675726927
654,2016-07-31,FRU-ORG,8,238.28487349222888
655,2016-08-02,BAK-CAK,2,169.09333675726927
656,2016-08-02,EGG-FIS,2,192.84657052522905
657,2016-08-03,EGG-MUT,3,632.1631725888325
658,2016-08-05,BAK-BRE,30,353.0214307589894
659,2016-08-06,FRU-ORG,49,1459.494850139902
660,2016-08-06,EGG-FIS,7,674.9629968383017
661,2016-08-08,EGG-CHI,2,127.92313913975552
662,2016-08-08,FRU-ORG,11,327.6417010518147
663,2016-08-11,FRU-FRE,13,217.39985121127862
664,2016-08-11,BAK-CAK,3,253.6400051359039
665,2016-08-11,EGG-CHI,20,1279.2313913975552
666,2016-08-11,EGG-EGG,17,312.8977046290724
667,2016-08-12,FOO-ORG,17,506.5557731435251
668,2016-08-13,BAK-BRE,45,529.5321461384841
669,2016-08-13,FOO-ORG,14,417.16357788290304
670,2016-08-15,FRU-ORG,15,446.78413779792913
671,2016-08-15,EGG-EGG,6,110.43448398673144
672,2016-08-16,FRU-ORG,6,178.71365511917168
673,2016-08-17,FRU-FRE,6,100.33839286674397
674,2016-08-21,BAK-CAK,13,1099.1066889222502
675,2016-08-21,EGG-MUT,3,632.1631725888325
676,2016-08-21,FOO-ATT,34,369.73781239938205
677,2016-08-23,BAK-CAK,5,422.7333418931732
678,2016-08-23,FOO-ORG,4,119.18959368082943
679,2016-08-23,FOO-ATT,41,445.8603031874901
680,2016-08-24,FRU-FRE,39,652.1995536338359
681,2016-08-24,BAK-CAK,9,760.9200154077117
682,2016-08-24,EGG-FIS,5,482.1164263130726
683,2016-08-24,EGG-MUT,2,421.44211505922163
684,2016-08-25,FOO-ORG,12,357.5687810424883
685,2016-08-25,FOO-ATT,44,478.484227810965
686,2016-08-27,FRU-ORG,10,297.8560918652861
687,2016-08-27,FOO-ATT,34,369.73781239938205
688,2016-08-31,FRU-FRE,36,602.0303572004639
689,2016-09-03,BAK-BRE,34,400.090954860188
690,2016-09-04,EGG-FIS,4,385.6931410504581
691,2016-09-06,BAK-CAK,13,1099.1066889222502
692,2016-09-07,BAK-CAK,5,422.7333418931732
693,2016-09-07,EGG-FIS,11,1060.6561378887598
694,2016-09-08,BEV-HEA,9,1262.2882447844227
695,2016-09-08,BAK-CAK,5,422.7333418931732
696,2016-09-08,BAK-BRE,141,1659.2007245672503
697,2016-09-08,EGG-MUT,1,210.72105752961082
698,2016-09-10,BEV-HEA,1,140.25424942049142
699,2016-09-10,FRU-FRE,14,234.12291668906926
700,2016-09-10,EGG-CHI,6,383.7694174192666
701,2016-09-10,BAK-BRE,42,494.2300030625852
702,2016-09-10,FRU-ORG,28,833.9970572228011
703,2016-09-11,BAK-BRE,12,141.20857230359576
704,2016-09-11,FRU-ORG,27,804.2114480362725
705,2016-09-11,EGG-FIS,11,1060.6561378887598
706,2016-09-12,BAK-BRE,18,211.81285845539364
707,2016-09-13,BAK-CAK,1,84.54666837863464
708,2016-09-13,FRU-ORG,19,565.9265745440435
709,2016-09-13,EGG-MUT,2,421.44211505922163
710,2016-09-14,BEV-SOF,4,40.7018721685376
711,2016-09-14,FRU-FRE,46,769.2610119783704
712,2016-09-14,BAK-CAK,5,422.7333418931732
713,2016-09-15,FRU-FRE,21,351.1843750336039
714,2016-09-15,EGG-CHI,12,767.5388348385331
715,2016-09-15,BAK-BIS,67,506.3436532146547
716,2016-09-17,FRU-FRE,9,150.50758930011597
717,2016-09-17,EGG-FIS,10,964.2328526261452
718,2016-09-17,BAK-BIS,106,801.0810035933343
719,2016-09-18,OIL-EDI,21,901.7166722344543
720,2016-09-18,FRU-FRE,18,301.01517860023193
721,2016-09-18,EGG-FIS,4,385.6931410504581
722,2016-09-18,EGG-MUT,3,632.1631725888325
723,2016-09-19,FRU-FRE,42,702.3687500672078
724,2016-09-19,EGG-CHI,17,1087.3466826879219
725,2016-09-19,FRU-ORG,31,923.3538847823869
726,2016-09-21,FRU-FRE,83,1388.0144346566249
727,2016-09-21,BAK-CAK,5,422.7333418931732
728,2016-09-21,BAK-BRE,100,1176.7381025299646
729,2016-09-21,FRU-ORG,6,178.71365511917168
730,2016-09-21,EGG-FIS,2,192.84657052522905
731,2016-09-22,EGG-CHI,8,511.6925565590221
732,2016-09-22,FRU-ORG,15,446.78413779792913
733,2016-09-24,BAK-BRE,76,894.3209579227732
734,2016-09-24,FRU-ORG,11,327.6417010518147
735,2016-09-24,EGG-FIS,5,482.1164263130726
736,2016-09-25,EGG-CHI,14,895.4619739782886
737,2016-09-25,BAK-BRE,48,564.834289214383
738,2016-09-25,EGG-FIS,3,289.2698557878436
739,2016-09-26,OIL-SPI,2,234.73045861297538
740,2016-09-26,BAK-BIS,11,83.13104754270451
741,2016-09-26,EGG-MUT,3,632.1631725888325
742,2016-09-27,BEV-SOF,11,111.93014846347839
743,2016-09-27,OIL-SPI,5,586.8261465324384
744,2016-09-27,BAK-BIS,89,672.6057483000637
745,2016-09-28,FRU-FRE,47,785.9840774561611
746,2016-09-28,BAK-CAK,6,507.2800102718078
747,2016-09-28,EGG-FIS,6,578.5397115756872
748,2016-09-28,BAK-BIS,122,921.9988909281773
749,2016-10-01,EGG-FIS,3,289.2698557878436
750,2016-10-03,EGG-FIS,5,482.1164263130726
751,2016-10-04,FRU-FRE,12,200.67678573348795
752,2016-10-05,FRU-FRE,24,401.3535714669759
753,2016-10-05,EGG-MUT,3,632.1631725888325
754,2016-10-08,BAK-BRE,42,494.2300030625852
755,2016-10-09,FRU-ORG,16,476.56974698445777
756,2016-10-09,EGG-FIS,3,289.2698557878436
757,2016-10-09,EGG-MUT,2,421.44211505922163
758,2016-10-10,BAK-CAK,7,591.8266786504424
759,2016-10-11,BAK-CAK,7,591.8266786504424
760,2016-10-11,EGG-CHI,8,511.6925565590221
761,2016-10-11,EGG-EGG,5,92.02873665560952
762,2016-10-12,FRU-FRE,61,1020.1069941452304
763,2016-10-12,BAK-CAK,8,676.3733470290771
764,2016-10-12,FRU-ORG,37,1102.0675399015586
765,2016-10-12,EGG-FIS,4,385.6931410504581
766,2016-10-12,EGG-EGG,29,533.7666726025352
767,2016-10-12,EGG-MUT,3,632.1631725888325
768,2016-10-15,FRU-FRE,28,468.2458333781385
769,2016-10-15,EGG-EGG,23,423.33218861580383
770,2016-10-16,BAK-BRE,38,447.1604789613866
771,2016-10-18,EGG-CHI,8,511.6925565590221
772,2016-10-20,FRU-ORG,15,446.78413779792913
773,2016-10-22,FRU-ORG,15,446.78413779792913
774,2016-10-23,FRU-FRE,45,752.5379465005798
775,2016-10-25,EGG-CHI,9,575.6541261288999
776,2016-10-25,BAK-BIS,36,272.06524650339657
777,2016-10-26,EGG-FIS,7,674.9629968383017
778,2016-10-26,BAK-BIS,142,1073.146250096731
779,2016-10-28,BAK-BRE,16,188.27809640479435
780,2016-10-30,EGG-FIS,6,578.5397115756872
781,2016-10-31,EGG-CHI,10,639.6156956987776
782,2016-10-31,FOO-DAL,5,142.27988366026608
783,2016-10-31,EGG-MUT,1,210.72105752961082
784,2016-11-04,BAK-BRE,53,623.6711943408812
785,2016-11-04,FOO-DAL,9,256.10379058847894
786,2016-11-06,EGG-CHI,6,383.7694174192666
787,2016-11-06,FRU-ORG,9,268.0704826787575
788,2016-11-06,EGG-FIS,7,674.9629968383017
789,2016-11-07,BAK-CAK,14,1183.6533573008849
790,2016-11-07,FRU-ORG,22,655.2834021036294
791,2016-11-07,EGG-FIS,7,674.9629968383017
792,2016-11-09,FRU-FRE,11,183.95372025569728
793,2016-11-09,EGG-MUT,2,421.44211505922163
794,2016-11-10,FRU-FRE,22,367.90744051139455
795,2016-11-12,BAK-CAK,7,591.8266786504424
796,2016-11-12,EGG-CHI,4,255.84627827951104
797,2016-11-12,BAK-BRE,12,141.20857230359576
798,2016-11-12,FOO-ATT,24,260.9913969877991
799,2016-11-13,FRU-FRE,18,301.01517860023193
800,2016-11-13,EGG-CHI,5,319.8078478493888
801,2016-11-13,BAK-BRE,155,1823.9440589214453
802,2016-11-13,EGG-MUT,1,210.72105752961082
803,2016-11-14,BEV-SOF,29,295.0885732218976
804,2016-11-14,BAK-CAK,6,507.2800102718078
805,2016-11-14,EGG-CHI,7,447.7309869891443
806,2016-11-14,OIL-MAS,4,368.22590805307004
807,2016-11-14,FRU-ORG,7,208.49926430570028
808,2016-11-15,BEV-SOF,75,763.16010316008
809,2016-11-15,FRU-FRE,36,602.0303572004639
810,2016-11-15,EGG-CHI,6,383.7694174192666
811,2016-11-15,EGG-FIS,2,192.84657052522905
812,2016-11-15,EGG-MUT,2,421.44211505922163
813,2016-11-16,FRU-ORG,70,2084.9926430570026
814,2016-11-17,EGG-EGG,5,92.02873665560952
815,2016-11-17,BAK-BIS,199,1503.9162237271087
816,2016-11-19,BAK-BRE,45,529.5321461384841
817,2016-11-20,BEV-SOF,60,610.5280825280639
818,2016-11-20,FRU-FRE,16,267.5690476446506
819,2016-11-20,BAK-CAK,2,169.09333675726927
820,2016-11-20,BAK-BRE,90,1059.0642922769682
821,2016-11-20,FRU-ORG,7,208.49926430570028
822,2016-11-20,EGG-MUT,3,632.1631725888325
823,2016-11-21,BEV-HEA,3,420.76274826147426
824,2016-11-21,FRU-FRE,39,652.1995536338359
825,2016-11-21,BAK-CAK,3,253.6400051359039
826,2016-11-21,SNA-CHO,7,185.10209245717832
827,2016-11-21,EGG-CHI,8,511.6925565590221
828,2016-11-21,BAK-BRE,39,458.92785998668626
829,2016-11-21,FRU-ORG,4,119.14243674611444
830,2016-11-22,SNA-CHO,26,687.522057698091
831,2016-11-22,EGG-CHI,9,575.6541261288999
832,2016-11-22,FRU-ORG,36,1072.28193071503
833,2016-11-22,EGG-EGG,14,257.68046263570665
834,2016-11-23,FRU-FRE,2,33.446130955581324
835,2016-11-23,EGG-CHI,6,383.7694174192666
836,2016-11-23,FRU-ORG,15,446.78413779792913
837,2016-11-24,FRU-FRE,19,317.7382440780226
838,2016-11-24,EGG-FIS,2,192.84657052522905
839,2016-11-24,EGG-EGG,19,349.70919929131617
840,2016-11-25,EGG-MUT,1,210.72105752961082
841,2016-11-27,FRU-FRE,32,535.1380952893012
842,2016-11-27,BAK-BRE,17,200.045477430094
843,2016-11-27,SNA-COO,37,1158.429695946006
844,2016-11-27,EGG-MUT,1,210.72105752961082
845,2016-11-28,BAK-CAK,8,676.3733470290771
846,2016-11-28,SNA-COO,11,344.3980177136774
847,2016-11-28,EGG-MUT,2,421.44211505922163
848,2016-11-29,BAK-BRE,66,776.6471476697767
849,2016-11-29,FRU-ORG,23,685.0690112901581
850,2016-11-29,EGG-EGG,15,276.08620996682856
851,2016-11-29,FOO-ORG,18,536.3531715637324
852,2016-11-30,FRU-FRE,4,66.89226191116265
853,2016-11-30,EGG-CHI,5,319.8078478493888
854,2016-11-30,FRU-ORG,12,357.42731023834335
855,2016-11-30,SNA-COO,20,626.178214024868
856,2016-11-30,EGG-FIS,4,385.6931410504581
857,2016-11-30,EGG-EGG,13,239.27471530458476
858,2016-11-30,FOO-ORG,15,446.9609763031104
859,2016-12-01,BAK-CAK,2,169.09333675726927
860,2016-12-01,FRU-ORG,12,357.42731023834335
861,2016-12-01,EGG-MUT,1,210.72105752961082
862,2016-12-07,FRU-FRE,23,384.6305059891852
863,2016-12-07,BAK-CAK,5,422.7333418931732
864,2016-12-07,EGG-FIS,2,192.84657052522905
865,2016-12-09,EGG-CHI,4,255.84627827951104
866,2016-12-09,FRU-ORG,35,1042.4963215285013
867,2016-12-10,FRU-FRE,3,50.16919643337199
868,2016-12-10,BAK-CAK,3,253.6400051359039
869,2016-12-10,FRU-ORG,3,89.35682755958584
870,2016-12-10,EGG-MUT,3,632.1631725888325
871,2016-12-11,FRU-FRE,15,250.84598216685993
872,2016-12-11,BAK-CAK,11,930.013352164981
873,2016-12-11,OIL-MAS,1,92.05647701326751
874,2016-12-11,BAK-BRE,39,458.92785998668626
875,2016-12-11,FRU-ORG,36,1072.28193071503
876,2016-12-12,FRU-FRE,84,1404.7375001344155
877,2016-12-12,BAK-CAK,6,507.2800102718078
878,2016-12-12,OIL-MAS,7,644.3953390928725
879,2016-12-12,EGG-FIS,4,385.6931410504581
880,2016-12-13,FRU-FRE,34,568.5842262448825
881,2016-12-13,BAK-BRE,28,329.48666870839014
882,2016-12-13,FRU-ORG,13,387.2129194248719
883,2016-12-13,BAK-BIS,101,763.294163801196
884,2016-12-14,FRU-FRE,21,351.1843750336039
885,2016-12-14,OIL-MAS,11,1012.6212471459426
886,2016-12-14,EGG-MUT,1,210.72105752961082
887,2016-12-15,OIL-MAS,1,92.05647701326751
888,2016-12-17,BAK-CAK,9,760.9200154077117
889,2016-12-17,BAK-BRE,33,388.32357383488835
890,2016-12-17,EGG-MUT,3,632.1631725888325
891,2016-12-18,EGG-CHI,10,639.6156956987776
892,2016-12-19,FRU-FRE,12,200.67678573348795
893,2016-12-19,EGG-CHI,1,63.96156956987776
894,2016-12-19,BAK-BRE,49,576.6016702396827
895,2016-12-19,FRU-ORG,16,476.56974698445777
896,2016-12-19,EGG-FIS,6,578.5397115756872
897,2016-12-19,FOO-DAL,16,455.29562771285146
898,2016-12-19,FOO-RIC,42,602.5670624104084
899,2016-12-20,EGG-CHI,12,767.5388348385331
900,2016-12-20,EGG-FIS,1,96.42328526261453
901,2016-12-21,FRU-ORG,15,446.78413779792913
902,2016-12-21,EGG-FIS,11,1060.6561378887598
903,2016-12-21,FOO-DAL,8,227.64781385642573
904,2016-12-21,FOO-RIC,67,961.2379328927944
905,2016-12-23,BAK-CAK,6,507.2800102718078
906,2016-12-24,FRU-FRE,74,1237.506845356509
907,2016-12-24,EGG-FIS,8,771.3862821009162
908,2016-12-24,FOO-DAL,17,483.7516044449047
909,2016-12-25,FRU-FRE,55,919.7686012784865
910,2016-12-25,EGG-CHI,5,319.8078478493888
911,2016-12-26,EGG-CHI,4,255.84627827951104
912,2016-12-26,EGG-FIS,11,1060.6561378887598
913,2016-12-27,FRU-FRE,65,1086.999256056393
914,2016-12-27,EGG-CHI,18,1151.3082522577997
915,2016-12-27,FRU-ORG,64,1906.278987937831
916,2016-12-28,EGG-FIS,2,192.84657052522905
917,2016-12-29,EGG-MUT,1,210.72105752961082
918,2016-12-31,BEV-SOF,42,427.3696577696448
919,2016-12-31,BAK-CAK,10,845.4666837863464
920,2016-12-31,FRU-ORG,29,863.7826664093297
921,2016-12-31,SNA-COO,11,344.3980177136774
922,2017-01-02,BEV-SOF,33,335.7904453904352
923,2017-01-02,SNA-COO,10,313.089107012434
924,2017-01-03,EGG-CHI,4,255.84627827951104
925,2017-01-03,EGG-FIS,3,289.2698557878436
926,2017-01-04,BEV-SOF,101,1027.7222722555744
927,2017-01-04,EGG-FIS,3,289.2698557878436
928,2017-01-04,EGG-MUT,3,632.1631725888325
929,2017-01-05,BEV-SOF,61,620.7035505701983
930,2017-01-05,FRU-ORG,11,327.6417010518147
931,2017-01-05,SNA-COO,14,438.3247498174076
932,2017-01-05,EGG-FIS,2,192.84657052522905
933,2017-01-07,FRU-FRE,13,217.39985121127862
934,2017-01-07,FOO-ORG,8,238.37918736165886
935,2017-01-08,BAK-CAK,4,338.18667351453854
936,2017-01-08,EGG-CHI,7,447.7309869891443
937,2017-01-09,FRU-FRE,127,2123.8293156794143
938,2017-01-09,BAK-CAK,5,422.7333418931732
939,2017-01-09,FRU-ORG,31,923.3538847823869
940,2017-01-09,EGG-FIS,2,192.84657052522905
941,2017-01-10,BAK-BRE,49,576.6016702396827
942,2017-01-12,BAK-CAK,5,422.7333418931732
943,2017-01-12,EGG-CHI,8,511.6925565590221
944,2017-01-12,EGG-EGG,39,717.8241459137543
945,2017-01-12,EGG-MUT,4,842.8842301184433
946,2017-01-14,FRU-FRE,35,585.3072917226732
947,2017-01-15,FRU-FRE,25,418.07663694476656
948,2017-01-15,FRU-ORG,19,565.9265745440435
949,2017-01-21,FRU-ORG,13,387.2129194248719
950,2017-01-22,BAK-CAK,5,422.7333418931732
951,2017-01-22,EGG-CHI,5,319.8078478493888
952,2017-01-22,FRU-ORG,13,387.2129194248719
953,2017-01-23,FRU-FRE,60,1003.3839286674397
954,2017-01-25,FRU-FRE,18,301.01517860023193
955,2017-01-30,EGG-CHI,7,447.7309869891443
956,2017-01-31,FRU-ORG,7,208.49926430570028
957,2017-01-31,EGG-MUT,1,210.72105752961082
958,2017-02-02,FRU-FRE,103,1722.4757442124383
959,2017-02-02,FRU-ORG,13,387.2129194248719
960,2017-02-05,OIL-EDI,4,171.75555661608655
961,2017-02-06,EGG-FIS,4,385.6931410504581
962,2017-02-07,BAK-BRE,7,82.37166717709754
963,2017-02-08,EGG-CHI,3,191.8847087096333
964,2017-02-08,FRU-ORG,12,357.42731023834335
965,2017-02-09,OIL-SPI,6,704.1913758389262
966,2017-02-09,BAK-CAK,17,1437.2933624367888
967,2017-02-09,BAK-BRE,48,564.834289214383
968,2017-02-09,FRU-ORG,21,625.4977929171008
969,2017-02-09,EGG-MUT,7,1475.0474027072758
970,2017-02-10,OIL-SPI,8,938.9218344519015
971,2017-02-12,FRU-ORG,16,476.56974698445777
972,2017-02-12,EGG-FIS,5,482.1164263130726
973,2017-02-12,EGG-MUT,6,1264.326345177665
974,2017-02-14,BAK-CAK,6,507.2800102718078
975,2017-02-16,BAK-CAK,5,422.7333418931732
976,2017-02-19,BAK-CAK,6,507.2800102718078
977,2017-02-20,BAK-BRE,23,270.6497635818919
978,2017-02-21,BAK-BRE,54,635.438575366181
979,2017-02-22,EGG-FIS,2,192.84657052522905
980,2017-02-27,BAK-CAK,5,422.7333418931732
981,2017-02-28,EGG-EGG,31,570.578167264779
982,2017-03-01,BAK-CAK,6,507.2800102718078
983,2017-03-03,EGG-CHI,2,127.92313913975552
984,2017-03-03,BAK-BRE,34,400.090954860188
985,2017-03-03,FRU-ORG,6,178.71365511917168
986,2017-03-03,EGG-FIS,5,482.1164263130726
987,2017-03-05,FRU-FRE,13,217.39985121127862
988,2017-03-05,FRU-ORG,29,863.7826664093297
989,2017-03-07,FRU-FRE,22,367.90744051139455
990,2017-03-07,FRU-ORG,4,119.14243674611444
991,2017-03-08,FRU-FRE,5,83.61532738895332
992,2017-03-09,BAK-CAK,7,591.8266786504424
993,2017-03-09,BAK-BRE,94,1106.1338163781668
994,2017-03-10,BEV-SOF,9,91.5792123792096
995,2017-03-11,BEV-SOF,84,854.7393155392896
996,2017-03-11,OIL-MAS,11,1012.6212471459426
997,2017-03-11,BAK-BRE,49,576.6016702396827
998,2017-03-12,EGG-CHI,6,383.7694174192666
999,2017-03-12,OIL-MAS,12,1104.6777241592101
1000,2017-03-12,EGG-FIS,3,289.2698557878436
1001,2017-03-12,FOO-ORG,15,446.9609763031104
1002,2017-03-12,EGG-MUT,2,421.44211505922163
1003,2017-03-13,FRU-FRE,35,585.3072917226732
1004,2017-03-13,BAK-CAK,6,507.2800102718078
1005,2017-03-13,SNA-CHO,18,475.97680917560143
1006,2017-03-13,OIL-MAS,3,276.16943103980253
1007,2017-03-13,FRU-ORG,14,416.99852861140056
1008,2017-03-13,FOO-ORG,31,923.7193510264281
1009,2017-03-13,EGG-MUT,1,210.72105752961082
1010,2017-03-14,SNA-CHO,7,185.10209245717832
1011,2017-03-15,BAK-CAK,6,507.2800102718078
1012,2017-03-17,FRU-ORG,6,178.71365511917168
1013,2017-03-19,EGG-EGG,2,36.81149466224381
1014,2017-03-20,FRU-FRE,55,919.7686012784865
1015,2017-03-20,BAK-CAK,5,422.7333418931732
1016,2017-03-20,FRU-ORG,22,655.2834021036294
1017,2017-03-21,BAK-CAK,3,253.6400051359039
1018,2017-03-21,BAK-BRE,48,564.834289214383
1019,2017-03-25,BAK-BIS,6,45.34420775056609
1020,2017-03-26,FRU-ORG,21,625.4977929171008
1021,2017-03-27,BAK-CAK,8,676.3733470290771
1022,2017-03-28,EGG-MUT,2,421.44211505922163
1023,2017-03-29,FRU-FRE,66,1103.7223215341837
1024,2017-03-29,BAK-CAK,7,591.8266786504424
1025,2017-03-29,FRU-ORG,14,416.99852861140056
1026,2017-03-29,BAK-BIS,35,264.5078785449689
1027,2017-03-31,FOO-ATT,49,532.8574355167565
1028,2017-04-04,BAK-BRE,26,305.9519066577908
1029,2017-04-04,FRU-ORG,8,238.28487349222888
1030,2017-04-04,SNA-COO,3,93.9267321037302
