,Stock Code,Product Code,Manufacturing Date,Expiry Date,Initial_Qty,Remaining_Qty,Arrival Date,Shelf Life,Lead Time
308,FRU-FRE,124,2017-07-15,2017-07-20,125,0,2017-07-16,5.0,1.0
309,FRU-FRE,125,2017-07-20,2017-07-25,157,0,2017-07-21,5.0,1.0
310,FRU-FRE,126,2017-07-29,2017-08-03,173,0,2017-07-30,5.0,1.0
311,FRU-FRE,127,2017-08-07,2017-08-12,144,0,2017-08-08,5.0,1.0
312,FRU-FRE,128,2017-08-13,2017-08-18,122,0,2017-08-14,5.0,1.0
313,FRU-FRE,129,2017-08-18,2017-08-23,85,0,2017-08-19,5.0,1.0
314,FRU-FRE,130,2017-08-27,2017-09-01,90,0,2017-08-28,5.0,1.0
315,FRU-FRE,131,2017-09-03,2017-09-08,68,0,2017-09-04,5.0,1.0
316,FRU-FRE,132,2017-09-12,2017-09-17,84,0,2017-09-13,5.0,1.0
317,FRU-FRE,133,2017-09-21,2017-09-26,64,0,2017-09-22,5.0,1.0
318,FRU-FRE,134,2017-09-28,2017-10-03,67,0,2017-09-29,5.0,1.0
319,FRU-FRE,135,2017-10-03,2017-10-08,98,0,2017-10-04,5.0,1.0
320,FRU-FRE,136,2017-10-13,2017-10-18,100,0,2017-10-14,5.0,1.0
321,FRU-FRE,137,2017-10-22,2017-10-27,87,0,2017-10-23,5.0,1.0
322,FRU-FRE,138,2017-10-31,2017-11-05,92,0,2017-11-01,5.0,1.0
323,FRU-FRE,139,2017-11-06,2017-11-11,60,0,2017-11-07,5.0,1.0
324,FRU-FRE,140,2017-11-15,2017-11-20,96,0,2017-11-16,5.0,1.0
325,FRU-FRE,141,2017-11-22,2017-11-27,155,0,2017-11-23,5.0,1.0
326,FRU-FRE,142,2017-12-01,2017-12-06,100,0,2017-12-02,5.0,1.0
327,FRU-FRE,143,2017-12-10,2017-12-15,71,0,2017-12-11,5.0,1.0
328,FRU-FRE,144,2017-12-16,2017-12-21,10,0,2017-12-17,5.0,1.0
329,FRU-FRE,145,2017-12-22,2017-12-27,114,0,2017-12-23,5.0,1.0
330,FRU-FRE,146,2017-12-31,2018-01-05,90,0,2018-01-01,5.0,1.0
331,FRU-FRE,147,2018-01-05,2018-01-10,76,0,2018-01-06,5.0,1.0
332,FRU-FRE,148,2018-01-12,2018-01-17,91,0,2018-01-13,5.0,1.0
333,FRU-FRE,149,2018-01-23,2018-01-28,166,0,2018-01-24,5.0,1.0
334,FRU-FRE,150,2018-02-01,2018-02-06,142,0,2018-02-02,5.0,1.0
335,FRU-FRE,151,2018-02-10,2018-02-15,140,0,2018-02-11,5.0,1.0
336,FRU-FRE,152,2018-02-15,2018-02-20,174,0,2018-02-16,5.0,1.0
337,FRU-FRE,153,2018-02-21,2018-02-26,77,0,2018-02-22,5.0,1.0
338,FRU-FRE,154,2018-03-02,2018-03-07,89,0,2018-03-03,5.0,1.0
339,FRU-FRE,155,2018-03-08,2018-03-13,49,0,2018-03-09,5.0,1.0
340,FRU-FRE,156,2018-03-13,2018-03-18,40,0,2018-03-14,5.0,1.0
341,FRU-FRE,157,2018-03-20,2018-03-25,111,0,2018-03-21,5.0,1.0
342,FRU-FRE,158,2018-03-29,2018-04-03,81,0,2018-03-30,5.0,1.0
343,FRU-FRE,159,2018-04-03,2018-04-08,29,0,2018-04-04,5.0,1.0
344,FRU-FRE,160,2018-04-09,2018-04-14,85,0,2018-04-10,5.0,1.0
345,FRU-FRE,161,2018-04-16,2018-04-21,112,0,2018-04-17,5.0,1.0
346,FRU-FRE,162,2018-04-25,2018-04-30,102,0,2018-04-26,5.0,1.0
347,FRU-FRE,163,2018-05-01,2018-05-06,55,0,2018-05-02,5.0,1.0
348,FRU-FRE,164,2018-05-06,2018-05-11,180,0,2018-05-07,5.0,1.0
349,FRU-FRE,165,2018-05-15,2018-05-20,89,0,2018-05-16,5.0,1.0
350,FRU-FRE,166,2018-05-24,2018-05-29,148,0,2018-05-25,5.0,1.0
351,FRU-FRE,167,2018-06-02,2018-06-07,159,0,2018-06-03,5.0,1.0
352,FRU-FRE,168,2018-06-09,2018-06-14,57,0,2018-06-10,5.0,1.0
353,FRU-FRE,169,2018-06-15,2018-06-20,86,0,2018-06-16,5.0,1.0
354,FRU-FRE,170,2018-06-23,2018-06-28,157,0,2018-06-24,5.0,1.0
355,FRU-FRE,171,2018-07-03,2018-07-08,157,0,2018-07-04,5.0,1.0
356,FRU-FRE,172,2018-07-12,2018-07-17,150,0,2018-07-13,5.0,1.0
357,FRU-FRE,173,2018-07-21,2018-07-26,75,0,2018-07-22,5.0,1.0
358,FRU-FRE,174,2018-07-30,2018-08-04,63,0,2018-07-31,5.0,1.0
359,FRU-FRE,175,2018-08-08,2018-08-13,63,0,2018-08-09,5.0,1.0
360,FRU-FRE,176,2018-08-13,2018-08-18,81,0,2018-08-14,5.0,1.0
361,FRU-FRE,177,2018-08-21,2018-08-26,66,0,2018-08-22,5.0,1.0
362,FRU-FRE,178,2018-08-30,2018-09-04,106,0,2018-08-31,5.0,1.0
363,FRU-FRE,179,2018-09-04,2018-09-09,55,0,2018-09-05,5.0,1.0
364,FRU-FRE,180,2018-09-11,2018-09-16,97,0,2018-09-12,5.0,1.0
365,FRU-FRE,181,2018-09-16,2018-09-21,48,0,2018-09-17,5.0,1.0
366,FRU-FRE,182,2018-09-25,2018-09-30,141,0,2018-09-26,5.0,1.0
367,FRU-FRE,183,2018-10-02,2018-10-07,43,0,2018-10-03,5.0,1.0
368,FRU-FRE,184,2018-10-07,2018-10-12,89,0,2018-10-08,5.0,1.0
369,FRU-FRE,185,2018-10-13,2018-10-18,151,0,2018-10-14,5.0,1.0
370,FRU-FRE,186,2018-10-23,2018-10-28,192,0,2018-10-24,5.0,1.0
371,FRU-FRE,187,2018-10-31,2018-11-05,44,0,2018-11-01,5.0,1.0
372,FRU-FRE,188,2018-11-08,2018-11-13,137,0,2018-11-09,5.0,1.0
373,FRU-FRE,189,2018-11-17,2018-11-22,138,0,2018-11-18,5.0,1.0
374,FRU-FRE,190,2018-11-22,2018-11-27,152,0,2018-11-23,5.0,1.0
375,FRU-FRE,191,2018-11-28,2018-12-03,119,0,2018-11-29,5.0,1.0
376,FRU-FRE,192,2018-12-07,2018-12-12,150,0,2018-12-08,5.0,1.0
377,FRU-FRE,193,2018-12-15,2018-12-20,116,0,2018-12-16,5.0,1.0
378,FRU-FRE,194,2018-12-20,2018-12-25,108,0,2018-12-21,5.0,1.0
379,FRU-FRE,195,2018-12-26,2018-12-31,145,12,2018-12-27,5.0,1.0
380,BAK-CAK,1,2015-01-02,2015-01-05,6,0,2015-01-03,,
381,BAK-CAK,2,2015-01-07,2015-01-10,3,0,2015-01-08,3.0,1.0
382,BAK-CAK,3,2015-01-14,2015-01-17,6,0,2015-01-15,3.0,1.0
383,BAK-CAK,4,2015-01-22,2015-01-25,5,0,2015-01-23,3.0,1.0
384,BAK-CAK,5,2015-01-30,2015-02-02,9,0,2015-01-31,3.0,1.0
385,BAK-CAK,6,2015-02-06,2015-02-09,9,0,2015-02-07,3.0,1.0
386,BAK-CAK,7,2015-02-13,2015-02-16,8,0,2015-02-14,3.0,1.0
387,BAK-CAK,8,2015-02-18,2015-02-21,4,0,2015-02-19,3.0,1.0
388,BAK-CAK,9,2015-02-25,2015-02-28,8,0,2015-02-26,3.0,1.0
389,BAK-CAK,10,2015-03-05,2015-03-08,8,0,2015-03-06,3.0,1.0
390,BAK-CAK,11,2015-03-12,2015-03-15,10,0,2015-03-13,3.0,1.0
391,BAK-CAK,12,2015-03-19,2015-03-22,10,0,2015-03-20,3.0,1.0
392,BAK-CAK,13,2015-03-26,2015-03-29,11,0,2015-03-27,3.0,1.0
393,BAK-CAK,14,2015-04-02,2015-04-05,11,0,2015-04-03,3.0,1.0
394,BAK-CAK,15,2015-04-08,2015-04-11,5,0,2015-04-09,3.0,1.0
395,BAK-CAK,16,2015-04-15,2015-04-18,13,0,2015-04-16,3.0,1.0
396,BAK-CAK,17,2015-04-22,2015-04-25,11,0,2015-04-23,3.0,1.0
397,BAK-CAK,18,2015-04-29,2015-05-02,11,0,2015-04-30,3.0,1.0
398,BAK-CAK,19,2015-05-07,2015-05-10,11,0,2015-05-08,3.0,1.0
399,BAK-CAK,20,2015-05-14,2015-05-17,12,0,2015-05-15,3.0,1.0
400,BAK-CAK,21,2015-05-21,2015-05-24,11,0,2015-05-22,3.0,1.0
401,BAK-CAK,22,2015-05-28,2015-05-31,11,0,2015-05-29,3.0,1.0
402,BAK-CAK,23,2015-06-03,2015-06-06,2,0,2015-06-04,3.0,1.0
403,BAK-CAK,24,2015-06-10,2015-06-13,9,0,2015-06-11,3.0,1.0
404,BAK-CAK,25,2015-06-17,2015-06-20,11,0,2015-06-18,3.0,1.0
405,BAK-CAK,26,2015-06-24,2015-06-27,11,0,2015-06-25,3.0,1.0
406,BAK-CAK,27,2015-07-01,2015-07-04,9,0,2015-07-02,3.0,1.0
407,BAK-CAK,28,2015-07-08,2015-07-11,10,0,2015-07-09,3.0,1.0
408,BAK-CAK,29,2015-07-13,2015-07-16,3,0,2015-07-14,3.0,1.0
409,BAK-CAK,30,2015-07-22,2015-07-25,8,0,2015-07-23,3.0,1.0
410,BAK-CAK,31,2015-07-27,2015-07-30,9,0,2015-07-28,3.0,1.0
411,BAK-CAK,32,2015-08-01,2015-08-04,7,0,2015-08-02,3.0,1.0
412,BAK-CAK,33,2015-08-08,2015-08-11,11,0,2015-08-09,3.0,1.0
413,BAK-CAK,34,2015-08-15,2015-08-18,10,0,2015-08-16,3.0,1.0
414,BAK-CAK,35,2015-08-23,2015-08-26,11,0,2015-08-24,3.0,1.0
415,BAK-CAK,36,2015-08-30,2015-09-02,10,0,2015-08-31,3.0,1.0
416,BAK-CAK,37,2015-09-09,2015-09-12,11,0,2015-09-10,3.0,1.0
417,BAK-CAK,38,2015-09-16,2015-09-19,15,0,2015-09-17,3.0,1.0
418,BAK-CAK,39,2015-09-23,2015-09-26,8,0,2015-09-24,3.0,1.0
419,BAK-CAK,40,2015-09-28,2015-10-01,8,0,2015-09-29,3.0,1.0
420,BAK-CAK,41,2015-10-03,2015-10-06,11,0,2015-10-04,3.0,1.0
421,BAK-CAK,42,2015-10-10,2015-10-13,11,0,2015-10-11,3.0,1.0
422,BAK-CAK,43,2015-10-16,2015-10-19,6,0,2015-10-17,3.0,1.0
423,BAK-CAK,44,2015-10-23,2015-10-26,13,0,2015-10-24,3.0,1.0
424,BAK-CAK,45,2015-10-30,2015-11-02,13,0,2015-10-31,3.0,1.0
425,BAK-CAK,46,2015-11-04,2015-11-07,7,0,2015-11-05,3.0,1.0
426,BAK-CAK,47,2015-11-11,2015-11-14,14,0,2015-11-12,3.0,1.0
427,BAK-CAK,48,2015-11-18,2015-11-21,15,0,2015-11-19,3.0,1.0
428,BAK-CAK,49,2015-11-25,2015-11-28,13,0,2015-11-26,3.0,1.0
429,BAK-CAK,50,2015-11-30,2015-12-03,6,0,2015-12-01,3.0,1.0
430,BAK-CAK,51,2015-12-08,2015-12-11,12,0,2015-12-09,3.0,1.0
431,BAK-CAK,52,2015-12-15,2015-12-18,17,0,2015-12-16,3.0,1.0
432,BAK-CAK,53,2015-12-20,2015-12-23,7,0,2015-12-21,3.0,1.0
433,BAK-CAK,54,2015-12-26,2015-12-29,14,0,2015-12-27,3.0,1.0
434,BAK-CAK,55,2016-01-02,2016-01-05,19,0,2016-01-03,3.0,1.0
435,BAK-CAK,56,2016-01-09,2016-01-12,15,0,2016-01-10,3.0,1.0
436,BAK-CAK,57,2016-01-16,2016-01-19,13,0,2016-01-17,3.0,1.0
437,BAK-CAK,58,2016-01-23,2016-01-26,13,0,2016-01-24,3.0,1.0
438,BAK-CAK,59,2016-01-30,2016-02-02,13,0,2016-01-31,3.0,1.0
439,BAK-CAK,60,2016-02-07,2016-02-10,13,0,2016-02-08,3.0,1.0
440,BAK-CAK,61,2016-02-14,2016-02-17,11,0,2016-02-15,3.0,1.0
441,BAK-CAK,62,2016-02-22,2016-02-25,11,0,2016-02-23,3.0,1.0
442,BAK-CAK,63,2016-02-29,2016-03-03,11,0,2016-03-01,3.0,1.0
443,BAK-CAK,64,2016-03-09,2016-03-12,9,0,2016-03-10,3.0,1.0
444,BAK-CAK,65,2016-03-16,2016-03-19,10,0,2016-03-17,3.0,1.0
445,BAK-CAK,66,2016-03-23,2016-03-26,10,0,2016-03-24,3.0,1.0
446,BAK-CAK,67,2016-03-30,2016-04-02,12,0,2016-03-31,3.0,1.0
447,BAK-CAK,68,2016-04-05,2016-04-08,3,0,2016-04-06,3.0,1.0
448,BAK-CAK,69,2016-04-13,2016-04-16,10,0,2016-04-14,3.0,1.0
449,BAK-CAK,70,2016-04-20,2016-04-23,8,0,2016-04-21,3.0,1.0
450,BAK-CAK,71,2016-04-25,2016-04-28,10,0,2016-04-26,3.0,1.0
451,BAK-CAK,72,2016-05-01,2016-05-04,11,0,2016-05-02,3.0,1.0
452,BAK-CAK,73,2016-05-07,2016-05-10,5,0,2016-05-08,3.0,1.0
453,BAK-CAK,74,2016-05-12,2016-05-15,7,0,2016-05-13,3.0,1.0
454,BAK-CAK,75,2016-05-17,2016-05-20,9,0,2016-05-18,3.0,1.0
455,BAK-CAK,76,2016-05-24,2016-05-27,7,0,2016-05-25,3.0,1.0
456,BAK-CAK,77,2016-05-29,2016-06-01,11,0,2016-05-30,3.0,1.0
457,BAK-CAK,78,2016-06-05,2016-06-08,11,0,2016-06-06,3.0,1.0
458,BAK-CAK,79,2016-06-12,2016-06-15,11,0,2016-06-13,3.0,1.0
459,BAK-CAK,80,2016-06-19,2016-06-22,9,0,2016-06-20,3.0,1.0
460,BAK-CAK,81,2016-06-26,2016-06-29,12,0,2016-06-27,3.0,1.0
461,BAK-CAK,82,2016-07-03,2016-07-06,9,0,2016-07-04,3.0,1.0
462,BAK-CAK,83,2016-07-10,2016-07-13,8,0,2016-07-11,3.0,1.0
463,BAK-CAK,84,2016-07-16,2016-07-19,5,0,2016-07-17,3.0,1.0
464,BAK-CAK,85,2016-07-22,2016-07-25,9,0,2016-07-23,3.0,1.0
465,BAK-CAK,86,2016-07-29,2016-08-01,9,0,2016-07-30,3.0,1.0
466,BAK-CAK,87,2016-08-04,2016-08-07,9,0,2016-08-05,3.0,1.0
467,BAK-CAK,88,2016-08-10,2016-08-13,4,0,2016-08-11,3.0,1.0
468,BAK-CAK,89,2016-08-15,2016-08-18,10,0,2016-08-16,3.0,1.0
469,BAK-CAK,90,2016-08-25,2016-08-28,13,0,2016-08-26,3.0,1.0
470,BAK-CAK,91,2016-09-01,2016-09-04,13,0,2016-09-02,3.0,1.0
471,BAK-CAK,92,2016-09-08,2016-09-11,13,0,2016-09-09,3.0,1.0
472,BAK-CAK,93,2016-09-15,2016-09-18,13,0,2016-09-16,3.0,1.0
473,BAK-CAK,94,2016-09-22,2016-09-25,8,0,2016-09-23,3.0,1.0
474,BAK-CAK,95,2016-09-28,2016-10-01,7,0,2016-09-29,3.0,1.0
475,BAK-CAK,96,2016-10-05,2016-10-08,10,0,2016-10-06,3.0,1.0
476,BAK-CAK,97,2016-10-12,2016-10-15,10,0,2016-10-13,3.0,1.0
477,BAK-CAK,98,2016-10-17,2016-10-20,8,0,2016-10-18,3.0,1.0
478,BAK-CAK,99,2016-10-24,2016-10-27,12,0,2016-10-25,3.0,1.0
479,BAK-CAK,100,2016-11-01,2016-11-04,12,0,2016-11-02,3.0,1.0
480,BAK-CAK,101,2016-11-08,2016-11-11,12,0,2016-11-09,3.0,1.0
481,BAK-CAK,102,2016-11-15,2016-11-18,17,0,2016-11-16,3.0,1.0
482,BAK-CAK,103,2016-11-20,2016-11-23,4,0,2016-11-21,3.0,1.0
483,BAK-CAK,104,2016-11-25,2016-11-28,12,0,2016-11-26,3.0,1.0
484,BAK-CAK,105,2016-12-01,2016-12-04,9,0,2016-12-02,3.0,1.0
485,BAK-CAK,106,2016-12-08,2016-12-11,8,0,2016-12-09,3.0,1.0
486,BAK-CAK,107,2016-12-14,2016-12-17,13,0,2016-12-15,3.0,1.0
487,BAK-CAK,108,2016-12-19,2016-12-22,5,0,2016-12-20,3.0,1.0
488,BAK-CAK,109,2016-12-26,2016-12-29,14,0,2016-12-27,3.0,1.0
489,BAK-CAK,110,2017-01-02,2017-01-05,13,0,2017-01-03,3.0,1.0
490,BAK-CAK,111,2017-01-09,2017-01-12,12,0,2017-01-10,3.0,1.0
491,BAK-CAK,112,2017-01-16,2017-01-19,10,0,2017-01-17,3.0,1.0
492,BAK-CAK,113,2017-01-21,2017-01-24,3,0,2017-01-22,3.0,1.0
493,BAK-CAK,114,2017-01-26,2017-01-29,11,0,2017-01-27,3.0,1.0
494,BAK-CAK,115,2017-02-03,2017-02-06,11,0,2017-02-04,3.0,1.0
495,BAK-CAK,116,2017-02-10,2017-02-13,11,0,2017-02-11,3.0,1.0
496,BAK-CAK,117,2017-02-16,2017-02-19,16,0,2017-02-17,3.0,1.0
497,BAK-CAK,118,2017-02-23,2017-02-26,13,0,2017-02-24,3.0,1.0
498,BAK-CAK,119,2017-03-03,2017-03-06,12,0,2017-03-04,3.0,1.0
499,BAK-CAK,120,2017-03-10,2017-03-13,12,0,2017-03-11,3.0,1.0
500,BAK-CAK,121,2017-03-16,2017-03-19,13,0,2017-03-17,3.0,1.0
501,BAK-CAK,122,2017-03-23,2017-03-26,13,0,2017-03-24,3.0,1.0
502,BAK-CAK,123,2017-03-30,2017-04-02,8,0,2017-03-31,3.0,1.0
503,BAK-CAK,124,2017-04-06,2017-04-09,11,0,2017-04-07,3.0,1.0
504,BAK-CAK,125,2017-04-12,2017-04-15,5,0,2017-04-13,3.0,1.0
505,BAK-CAK,126,2017-04-19,2017-04-22,12,0,2017-04-20,3.0,1.0
506,BAK-CAK,127,2017-04-26,2017-04-29,8,0,2017-04-27,3.0,1.0
507,BAK-CAK,128,2017-05-02,2017-05-05,4,0,2017-05-03,3.0,1.0
508,BAK-CAK,129,2017-05-07,2017-05-10,8,0,2017-05-08,3.0,1.0
509,BAK-CAK,130,2017-05-15,2017-05-18,6,0,2017-05-16,3.0,1.0
510,BAK-CAK,131,2017-05-22,2017-05-25,6,0,2017-05-23,3.0,1.0
511,BAK-CAK,132,2017-05-29,2017-06-01,6,0,2017-05-30,3.0,1.0
512,BAK-CAK,133,2017-06-06,2017-06-09,6,0,2017-06-07,3.0,1.0
513,BAK-CAK,134,2017-06-13,2017-06-16,7,0,2017-06-14,3.0,1.0
514,BAK-CAK,135,2017-06-20,2017-06-23,8,0,2017-06-21,3.0,1.0
515,BAK-CAK,136,2017-06-27,2017-06-30,8,0,2017-06-28,3.0,1.0
516,BAK-CAK,137,2017-07-02,2017-07-05,6,0,2017-07-03,3.0,1.0
517,BAK-CAK,138,2017-07-09,2017-07-12,13,0,2017-07-10,3.0,1.0
518,BAK-CAK,139,2017-07-18,2017-07-21,8,0,2017-07-19,3.0,1.0
519,BAK-CAK,140,2017-07-25,2017-07-28,14,0,2017-07-26,3.0,1.0
520,BAK-CAK,141,2017-08-01,2017-08-04,10,0,2017-08-02,3.0,1.0
521,BAK-CAK,142,2017-08-08,2017-08-11,9,0,2017-08-09,3.0,1.0
522,BAK-CAK,143,2017-08-15,2017-08-18,8,0,2017-08-16,3.0,1.0
523,BAK-CAK,144,2017-08-22,2017-08-25,7,0,2017-08-23,3.0,1.0
524,BAK-CAK,145,2017-08-30,2017-09-02,8,0,2017-08-31,3.0,1.0
525,BAK-CAK,146,2017-09-06,2017-09-09,8,0,2017-09-07,3.0,1.0
526,BAK-CAK,147,2017-09-13,2017-09-16,9,0,2017-09-14,3.0,1.0
527,BAK-CAK,148,2017-09-20,2017-09-23,6,0,2017-09-21,3.0,1.0
528,BAK-CAK,149,2017-09-27,2017-09-30,7,0,2017-09-28,3.0,1.0
529,BAK-CAK,150,2017-10-04,2017-10-07,10,0,2017-10-05,3.0,1.0
530,BAK-CAK,151,2017-10-11,2017-10-14,11,0,2017-10-12,3.0,1.0
531,BAK-CAK,152,2017-10-17,2017-10-20,7,0,2017-10-18,3.0,1.0
532,BAK-CAK,153,2017-10-24,2017-10-27,13,0,2017-10-25,3.0,1.0
533,BAK-CAK,154,2017-10-31,2017-11-03,13,0,2017-11-01,3.0,1.0
534,BAK-CAK,155,2017-11-07,2017-11-10,12,0,2017-11-08,3.0,1.0
535,BAK-CAK,156,2017-11-14,2017-11-17,12,0,2017-11-15,3.0,1.0
536,BAK-CAK,157,2017-11-21,2017-11-24,11,0,2017-11-22,3.0,1.0
537,BAK-CAK,158,2017-11-28,2017-12-01,8,0,2017-11-29,3.0,1.0
538,BAK-CAK,159,2017-12-06,2017-12-09,10,0,2017-12-07,3.0,1.0
539,BAK-CAK,160,2017-12-13,2017-12-16,12,0,2017-12-14,3.0,1.0
540,BAK-CAK,161,2017-12-19,2017-12-22,4,0,2017-12-20,3.0,1.0
541,BAK-CAK,162,2017-12-24,2017-12-27,10,0,2017-12-25,3.0,1.0
542,BAK-CAK,163,2017-12-29,2018-01-01,10,0,2017-12-30,3.0,1.0
543,BAK-CAK,164,2018-01-05,2018-01-08,8,0,2018-01-06,3.0,1.0
544,BAK-CAK,165,2018-01-12,2018-01-15,8,0,2018-01-13,3.0,1.0
545,BAK-CAK,166,2018-01-18,2018-01-21,8,0,2018-01-19,3.0,1.0
546,BAK-CAK,167,2018-01-25,2018-01-28,9,0,2018-01-26,3.0,1.0
547,BAK-CAK,168,2018-02-01,2018-02-04,8,0,2018-02-02,3.0,1.0
548,BAK-CAK,169,2018-02-08,2018-02-11,8,0,2018-02-09,3.0,1.0
549,BAK-CAK,170,2018-02-14,2018-02-17,8,0,2018-02-15,3.0,1.0
550,BAK-CAK,171,2018-02-21,2018-02-24,12,0,2018-02-22,3.0,1.0
551,BAK-CAK,172,2018-02-28,2018-03-03,11,0,2018-03-01,3.0,1.0
552,BAK-CAK,173,2018-03-06,2018-03-09,8,0,2018-03-07,3.0,1.0
553,BAK-CAK,174,2018-03-13,2018-03-16,12,0,2018-03-14,3.0,1.0
554,BAK-CAK,175,2018-03-20,2018-03-23,12,0,2018-03-21,3.0,1.0
555,BAK-CAK,176,2018-03-27,2018-03-30,10,0,2018-03-28,3.0,1.0
556,BAK-CAK,177,2018-04-03,2018-04-06,6,0,2018-04-04,3.0,1.0
557,BAK-CAK,178,2018-04-09,2018-04-12,5,0,2018-04-10,3.0,1.0
558,BAK-CAK,179,2018-04-15,2018-04-18,9,0,2018-04-16,3.0,1.0
559,BAK-CAK,180,2018-04-24,2018-04-27,7,0,2018-04-25,3.0,1.0
560,BAK-CAK,181,2018-05-01,2018-05-04,8,0,2018-05-02,3.0,1.0
561,BAK-CAK,182,2018-05-07,2018-05-10,13,0,2018-05-08,3.0,1.0
562,BAK-CAK,183,2018-05-14,2018-05-17,14,0,2018-05-15,3.0,1.0
563,BAK-CAK,184,2018-05-22,2018-05-25,12,0,2018-05-23,3.0,1.0
564,BAK-CAK,185,2018-05-27,2018-05-30,8,0,2018-05-28,3.0,1.0
565,BAK-CAK,186,2018-06-03,2018-06-06,11,0,2018-06-04,3.0,1.0
566,BAK-CAK,187,2018-06-09,2018-06-12,12,0,2018-06-10,3.0,1.0
567,BAK-CAK,188,2018-06-14,2018-06-17,6,0,2018-06-15,3.0,1.0
568,BAK-CAK,189,2018-06-19,2018-06-22,7,0,2018-06-20,3.0,1.0
569,BAK-CAK,190,2018-06-24,2018-06-27,5,0,2018-06-25,3.0,1.0
570,BAK-CAK,191,2018-07-01,2018-07-04,9,0,2018-07-02,3.0,1.0
571,BAK-CAK,192,2018-07-08,2018-07-11,9,0,2018-07-09,3.0,1.0
572,BAK-CAK,193,2018-07-13,2018-07-16,18,0,2018-07-14,3.0,1.0
573,BAK-CAK,194,2018-07-20,2018-07-23,13,0,2018-07-21,3.0,1.0
574,BAK-CAK,195,2018-07-25,2018-07-28,4,0,2018-07-26,3.0,1.0
575,BAK-CAK,196,2018-08-01,2018-08-04,11,0,2018-08-02,3.0,1.0
576,BAK-CAK,197,2018-08-08,2018-08-11,12,0,2018-08-09,3.0,1.0
577,BAK-CAK,198,2018-08-15,2018-08-18,16,0,2018-08-16,3.0,1.0
578,BAK-CAK,199,2018-08-21,2018-08-24,11,0,2018-08-22,3.0,1.0
579,BAK-CAK,200,2018-08-27,2018-08-30,14,0,2018-08-28,3.0,1.0
580,BAK-CAK,201,2018-09-02,2018-09-05,11,0,2018-09-03,3.0,1.0
581,BAK-CAK,202,2018-09-08,2018-09-11,17,0,2018-09-09,3.0,1.0
582,BAK-CAK,203,2018-09-13,2018-09-16,5,0,2018-09-14,3.0,1.0
583,BAK-CAK,204,2018-09-20,2018-09-23,17,0,2018-09-21,3.0,1.0
584,BAK-CAK,205,2018-09-27,2018-09-30,13,0,2018-09-28,3.0,1.0
585,BAK-CAK,206,2018-10-04,2018-10-07,13,0,2018-10-05,3.0,1.0
586,BAK-CAK,207,2018-10-11,2018-10-14,13,0,2018-10-12,3.0,1.0
587,BAK-CAK,208,2018-10-16,2018-10-19,2,0,2018-10-17,3.0,1.0
588,BAK-CAK,209,2018-10-21,2018-10-24,10,0,2018-10-22,3.0,1.0
589,BAK-CAK,210,2018-10-27,2018-10-30,14,0,2018-10-28,3.0,1.0
590,BAK-CAK,211,2018-11-03,2018-11-06,17,0,2018-11-04,3.0,1.0
591,BAK-CAK,212,2018-11-10,2018-11-13,12,0,2018-11-11,3.0,1.0
592,BAK-CAK,213,2018-11-17,2018-11-20,10,0,2018-11-18,3.0,1.0
593,BAK-CAK,214,2018-11-22,2018-11-25,3,0,2018-11-23,3.0,1.0
594,BAK-CAK,215,2018-11-28,2018-12-01,7,0,2018-11-29,3.0,1.0
595,BAK-CAK,216,2018-12-04,2018-12-07,9,0,2018-12-05,3.0,1.0
596,BAK-CAK,217,2018-12-10,2018-12-13,10,0,2018-12-11,3.0,1.0
597,BAK-CAK,218,2018-12-17,2018-12-20,9,0,2018-12-18,3.0,1.0
598,BAK-CAK,219,2018-12-24,2018-12-27,13,0,2018-12-25,3.0,1.0
599,BAK-CAK,220,2018-12-29,2019-01-01,4,4,2018-12-30,3.0,1.0
600,SNA-CHO,1,2014-11-09,2015-05-08,216,0,2015-01-03,,
601,SNA-CHO,2,2014-12-11,2015-06-09,78,0,2015-02-04,180.0,55.0
602,SNA-CHO,3,2015-01-29,2015-07-28,294,0,2015-03-25,180.0,55.0
603,SNA-CHO,4,2015-03-25,2015-09-21,142,0,2015-05-19,180.0,55.0
604,SNA-CHO,5,2015-06-09,2015-12-06,173,0,2015-08-03,180.0,55.0
605,SNA-CHO,6,2015-07-06,2016-01-02,118,0,2015-08-30,180.0,55.0
606,SNA-CHO,7,2015-08-30,2016-02-26,66,0,2015-10-24,180.0,55.0
607,SNA-CHO,8,2015-09-13,2016-03-11,317,0,2015-11-07,180.0,55.0
608,SNA-CHO,9,2015-10-12,2016-04-09,93,0,2015-12-06,180.0,55.0
609,SNA-CHO,10,2015-11-12,2016-05-10,155,0,2016-01-06,180.0,55.0
610,SNA-CHO,11,2015-12-24,2016-06-21,211,0,2016-02-17,180.0,55.0
611,SNA-CHO,12,2016-01-31,2016-07-29,98,0,2016-03-26,180.0,55.0
612,SNA-CHO,13,2016-03-01,2016-08-28,234,0,2016-04-25,180.0,55.0
613,SNA-CHO,14,2016-04-28,2016-10-25,166,0,2016-06-22,180.0,55.0
614,SNA-CHO,15,2016-06-23,2016-12-20,80,0,2016-08-17,180.0,55.0
615,SNA-CHO,16,2016-07-21,2017-01-17,143,0,2016-09-14,180.0,55.0
616,SNA-CHO,17,2016-08-10,2017-02-06,123,0,2016-10-04,180.0,55.0
